Name,Edição,Etiquetas,Seção,Tema,URL
Agora é lei,52,,Educação,"O ensino de música nas escolas já está no papel. Na prática, ainda há muita coisa para ser discutida",https://web.archive.org/web/20160122014315/http://revistadehistoria.com.br/secao/educacao/agora-e-lei
Eterno general,52,,Retrato,A valentia de Osorio fez com que ruas e praças do país fossem batizadas com seu nome,https://web.archive.org/web/20160122014315/http://revistadehistoria.com.br/secao/retrato/eterno-general
Memórias de Carlos Gomes,52,,Por dentro da Biblioteca,Manuscritos de Carlos Gomes ganham reconhecimento da Unesco por sua importância,https://web.archive.org/web/20160122014315/http://revistadehistoria.com.br/secao/por-dentro-da-biblioteca/memorias-de-carlos-gomes
Muito antes da Internet,52,,Por dentro do Documento,"Em 1874, o telégrafo ligou o Brasil e a Europa por cabos submarinos. Assim, inseriu o Império brasileiro no grupo das nações civilizadas",https://web.archive.org/web/20160122014315/http://revistadehistoria.com.br/secao/por-dentro-do-documento/muito-antes-da-internet
A Paraíba explodiu Hiroshima?,51,,Em dia,"Durante a Segunda Guerra, americanos teriam se instalado no sertão brasileiro, de onde extraíam urânio para a fabricação de armas",https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/em-dia/a-paraiba-explodiu-hiroshima
Discípula das artes,51,,Em dia,"Sem apoio, o Instituto Fayga Ostrower tenta mostrar ao público o legado da artista",https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/em-dia/discipula-das-artes
Um clássico para o desenvolvimento,51,,Em dia,"Cinquenta anos depois de seu lançamento, o livro ‘Formação Econômica do Brasil’, de Celso Furtado, continua sendo referência",https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/em-dia/um-classico-para-o-desenvolvimento
A arte de resistir à crise,51,,Em dia,"Um dos últimos cinemas de rua que restaram no Rio,o  Cine Íris sobrevive com filmes pornô e shows de strip-tease",https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/em-dia/a-arte-de-resistir-a-crise
Arqueologia na intuição,51,,Em dia,"Há 50 anos, um jesuíta começava a fazer escavações como autodidata. Resultado: virou o pai da arqueologia brasileira",https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/em-dia/arqueologia-na-intuicao
Casa dos Sarney,51,,Em dia,"Após o fechamento, Fundação José Sarney continua instalada em convento histórico no Maranhão doado pelo estado. O caso se arrasta na Justiça desde 2004",https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/em-dia/casa-dos-sarney
Folia o ano todo,51,,Em dia,"Começam em janeiro as obras para a inauguração do Paço do Frevo, no Recife. O local será inteiramente dedicado ao ritmo",https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/em-dia/folia-o-ano-todo
Nas pistas do barroco,51,,Capa,"Aleijadinho deixou marcas nas ruas, nas igrejas e no imaginário dos católicos",https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/capa/nas-pistas-do-barroco
Comércio corrente,51,,Artigos,"O regatão do século XIX abastecia ribeirinhos da Amazônia. De quebra, dava guarida a escravos fugidos",https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/artigos-revista/comercio-corrente
Batalha musical,51,,Artigos,Bandas militares davam o tom patriótico a sangrentos combates da Guerra do Paraguai,https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/artigos-revista/batalha-musical
Campanha animada,51,,Artigos,Civil ou militar? Brasileiros se mobilizaram para escolher o presidente em 1910,https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/artigos-revista/campanha-animada
Sem fetiche ou preconceitos,51,,Artigos,"Aos poucos, o cinema nacional passa a mostrar as religiões afro-brasileiras como parte da nossa cultura",https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/artigos-revista/sem-fetiche-ou-preconceitos
Especial  expulsão dos jesuítas - Bons negócios,51,,Artigos,"Empreendedores de sucesso, os jesuítas acumularam um enorme patrimônio no Brasil",https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/artigos-revista/especial-expulsao-dos-jesuitas-bons-negocios
Especial expulsão dos jesuítas - Cortados pela raiz,51,,Artigos,Pombal não é o único culpado. Interesses ingleses contribuíram para a expulsão da Companhia de Jesus,https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/artigos-revista/especial-expulsao-dos-jesuitas-cortados-pela-raiz
Mesa farta,51,,Artigos,"Num município do Paraná, assar um boi inteiro no rolete virou festa tradicional",https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/artigos-revista/mesa-farta
Sérgio Besserman Vianna,51,,Entrevista,“O ativo mais importante do século XXI é o conhecimento. E aí o Brasil está diante de uma oportunidade gigantesca.”,https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/entrevista/sergio-besserman-vianna
Quase real,51,,Leituras,"Em O cortiço, Aluísio Azevedo apresenta ricos e pobres sem idealizações",https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/leituras/quase-real
A sensual Messalina,51,,Perspectiva,Henrique Bernardelli provoca espanto e admiração exibindo a mulher que deseja o prazer sexual em pleno século XIX,https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/perspectiva/a-sensual-messalina
Lupa na mochila,51,,Educação,"Em site interativo, estudantes viram detetives e descobrem o Brasil do século XIX por meio de documentos",https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/educacao/lupa-na-mochila
Rebelde e engajada,51,,Retrato,"Versátil, Pagu se destacou nas artes e no jornalismo. Em tudo que fez, clamava por liberdade",https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/retrato/rebelde-e-engajada
Manuscritos na cabeça,51,,Por dentro da Biblioteca,"Depois de 50 anos na Biblioteca Nacional, Seu Waldir ainda tem o acervo fresco na memória",https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/por-dentro-da-biblioteca/manuscritos-na-cabeca
Espionar é preciso,51,,Por dentro do Documento,"No século XIX, em Lisboa, a polícia bisbilhotava a vida alheia e anotava tudo, em nome da ordem",https://web.archive.org/web/20160122113114/http://revistadehistoria.com.br/secao/por-dentro-do-documento/espionar-e-preciso
Para além das malocas,50,,Em dia,Projeto Vídeo nas Aldeias vai ampliando seu público com filmes feitos por índios,https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/em-dia/para-alem-das-malocas
Nova cidade antiga,50,,Em dia,"Destruída na década de 1940 para ser inundada por uma barragem, São João Marcos passou muito tempo abandonada. Agora, volta ao mapa como parque arqueológico",https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/em-dia/nova-cidade-antiga
O pequeno das selvas,50,,Em dia,"Quando o governo militar abriu as portas do Acre ao agronegócio, foi um pequeno jornal local que mostrou a violência contra seu povo",https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/em-dia/o-pequeno-das-selvas
A volta do pau-brasil,50,,Em dia,"Responsáveis por levar a espécie à beira da extinção, europeus agora lutam pela preservação da árvore. Tudo em prol da música",https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/em-dia/a-volta-do-pau-brasil
Baixa arquitetura,50,,Em dia,"De maneira informal, a prefeitura do Rio pretende lançar um selo antipatrimônio, para que a população aponte os projetos arquitetônicos indesejáveis",https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/em-dia/baixa-arquitetura
Cordel para o Tio Sam,50,,Em dia,"Encantada com a literatura popular brasileira, Biblioteca do Congresso americano já tem mais de sete mil folhetos em seu acervo",https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/em-dia/cordel-para-o-tio-sam
Contra quase tudo,50,República,Dossiê,"Contestadores planejavam o fim da monarquia, no século XVIII, em diversas regiões",https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/capa/contra-quase-tudo
"Todos falam, poucos veem",50,República,Dossiê,Políticos e acadêmicos discursam sobre os valores republicanos. E o povo?,https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/capa/todos-falam-poucos-veem
Imperador republicano,50,República,Dossiê,"O governo de D. Pedro II, quem diria, já fazia referências ao novo regime",https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/capa/imperador-republicano
O filme perdido,50,República,Dossiê,Orson Welles se interessou mais pela cultura das favelas que pela paisagem do Rio. Resultado: películas apreendidas,https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/capa/o-filme-perdido
Bravas inconfidentes,50,República,Dossiê,Mulheres envolvidas na rebelião de 1789 mostraram-se empreendedoras bem-sucedidas,https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/capa/bravas-inconfidentes
Ensaio para as ruas,50,República,Dossiê,Ideais franceses circulavam em reuniões secretas. Lojas maçônicas sediaram esses encontros.,https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/capa/ensaio-para-as-ruas
Liberdade para a Bahia,50,República,Dossiê,"Espalhados por Salvador, os boletins dos sediciosos tinham como alvo a monarquia portuguesa",https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/capa/liberdade-para-a-bahia
Crítica musical,50,,Artigos,"Com seu Batuque na cozinha, João da Baiana ironizou o preconceito racial. E ainda ganhou um sucesso",https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/artigos-revista/critica-musical
O poder das gírias,50,,Artigos,"Expressões coloquiais estão no morro, no asfalto e até no discurso do presidente da República",https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/artigos-revista/o-poder-das-girias
Especial Nova República - Rumo ao planalto,50,,Artigos,"Vinte e nove anos sem votar para presidente da República, o Brasil acompanhou, voto a voto, a disputada eleição",https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/artigos-revista/especial-nova-republica-rumo-ao-planalto
Especial Nova República - Tela colorida,50,,Artigos,Os debates e as propagandas dos candidatos fizeram da campanha presidencial um verdadeiro sucesso de mídia,https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/artigos-revista/especial-nova-republica-tela-colorida
Enquanto isso...,50,,Artigos,"Em 1989, o comunismo se despede da Europa e o mundo é apresentado à web",https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/artigos-revista/enquanto-isso
Beatas do além,50,,Artigos,Depoimentos extraordinários de religiosas convencem a cidade Juazeiro do Norte e até a diocese do Ceará,https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/artigos-revista/beatas-do-alem
Paulo Brossard,50,,Entrevista,“O que é essa tal de verba de gabinete? Eu fui parlamentar por 24 anos e não sei o que é isso.”,https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/entrevista/paulo-brossard
Nacionalismo literário,50,,Leituras,O integralista Plínio Salgado também se dedicava a prosa e versos,https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/leituras/nacionalismo-literario
Modelo candango,50,,Perspectiva,Marcel Gautherot fotografou a Brasília de Niemeyer e dos acampamentos de trabalhadores,https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/perspectiva/modelo-candango
Escola mais justa,50,,Educação,O ensino de História e cultura afro-brasileira e africana dá os primeiros passos,https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/educacao/escola-mais-justa
Informação sem rodeios,50,,Retrato,Ibrahim Sued elevou o status da coluna social com bom-humor e atenção a fatos políticos,https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/retrato/informacao-sem-rodeios
De papo na biblioteca,50,,Por dentro - da Biblioteca Nacional,"Com temas diversos, convidados de peso e uma pitada de informalidade, o evento Quarta às Quatro continua em 2010",https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/por-dentro-da-biblioteca/de-papo-na-biblioteca
Animais que ensinam,50,,Por dentro - do Documento,Fábulas criadas por professor de francês no Brasil apresentam tamanduás e gaviões no lugar de raposas e leões,https://web.archive.org/web/20160122095840/http://revistadehistoria.com.br/secao/por-dentro-do-documento/animais-que-ensinam
Carta do Editor - Nº 49,49,,Carta do editor,,https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/carta-do-editor/carta-do-editor-n-49
Rosas negras,49,,Em dia,Comunidade quilombola nos arredores da capital gaúcha recebe título de propriedade do Incra,https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/em-dia/rosas-negras
Cerco virtual,49,,Em dia,Parceria inédita entre uma empresa de classificados da Internet e o Ministério Público monitora comércio ilegal na rede,https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/em-dia/cerco-virtual
Mudar para conservar,49,,Em dia,Reforma no prédio e nova organização do acervo modernizam o Arquivo Público do Estado do Rio de Janeiro,https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/em-dia/mudar-para-conservar
O barato do Chacrinha,49,,Em dia,Documentário retrata o universo do mais célebre animador de auditórios do Brasil,https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/em-dia/o-barato-do-chacrinha
Memória da seca,49,,Em dia,Documentos sobre o semiárido nordestino correm o risco de desaparecer,https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/em-dia/memoria-da-seca
Jacob digital,49,,Em dia,Consulta a acervo do músico fica ainda mais fácil no MIS do Rio,https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/em-dia/jacob-digital
Clássicos revisitados,49,,Em dia,Trilogia de Eric Hobsbawm sobre a história do “longo século XIX” ganha nova edição,https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/em-dia/classicos-revisitados
Números da História,49,,Em dia,"Pouco divulgado, site reúne documentos raros sobre memória estatística e econômica brasileira",https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/em-dia/numeros-da-historia
Conflitos da França Antártica,49,França,Dossiê,"Franceses se instalaram na Guanabara em 1555, mas diferenças religiosas enfraqueceram a empreitada",https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/capa/conflitos-da-franca-antartica
Índios na Europa,49,França,Dossiê,"Essomericq, o primeiro indígena a morar na França, deixou descendentes",https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/capa/indios-na-europa
Plano secreto,49,França,Dossiê,Luís XIV pretendia estabelecer um vice-reinado francês no Brasil no século XVIII,https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/capa/plano-secreto
Outra tentativa,49,França,Dossiê,"No final do século XVI, franceses quiseram criar outra colônia no Maranhão",https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/capa/outra-tentativa
Boletim equilibrado,49,,Artigos,"Ótimo aluno em Geometria Analítica, Luís Carlos Prestes tinha notas baixas na Arte da Guerra",https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/artigos-revista/boletim-equilibrado
Injusta causa,49,,Artigos,"A escrava Ambrozina, de 12 anos, ficou presa por quatro anos, até descobrirem que era inocente",https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/artigos-revista/injusta-causa
Políticas da cultura,49,,Artigos,"Aos poucos, a cultura popular é inserida nas políticas públicas",https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/artigos-revista/politicas-da-cultura
Especial Discos Voadores - Pneus que voam,49,,Artigos,"Em 1947, notícias sobre discos voadores nos EUA provocaram visões de estranhos objetos no Brasil",https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/artigos-revista/especial-discos-voadores-pneus-que-voam
Especial Discos Voadores - Registros ocultados,49,,Artigos,A Força Aérea Brasileira reconhece a aparição de ufos em 1977 e 1986,https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/artigos-revista/especial-discos-voadores-registros-ocultados
Álbuns para segurança,49,,Artigos,Polícias do Brasil e da Argentina trocavam livros com fotos de criminosos para facilitar sua identificação,https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/artigos-revista/albuns-para-seguranca
Manoel Salgado Guimarães,49,,Entrevista,"“Não estamos em um mundo ideal, mas podemos ir à rua e dizer ‘Fora Sarney’. Nos anos 70, você não poderia.”",https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/entrevista/manoel-salgado-guimaraes
A cura dos caipiras,49,,Leituras,"Em tom doutoral, Monteiro Lobato combate a falta de conhecimentos dos personagens Jeca Tatu e Zé Brasil",https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/leituras/a-cura-dos-caipiras
Cópias valiosas,49,,Perspectiva,Reproduções de telas francesas feitas por Victor Meirelles revelam o período de aprendizagem do pintor,https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/perspectiva/copias-valiosas
Ainda na selva?,49,,Educação,A maioria dos livros didáticos retrata os índios ligados apenas ao passado colonial brasileiro,https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/educacao/ainda-na-selva
Poder feminino,49,,Retrato,"Mãe dedicada, D. Maria II governava Portugal e a família na mesma medida",https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/retrato/poder-feminino
Maravilha de cenário,49,,Por dentro - da Biblioteca Nacional,"Luz, câmera, ação: a Biblioteca Nacional empresta seu charme para filmes, novelas e até desfile de moda",https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/por-dentro-da-biblioteca/maravilha-de-cenario
Estrela das telas,49,,Por dentro - do Documento,"Para competir com Hollywood, o cinema nacional buscou uma musa à altura de Greta Garbo",https://web.archive.org/web/20160122090151/http://revistadehistoria.com.br/secao/por-dentro-do-documento/estrela-das-telas
Carta do Editor - Nº 48,48,,Carta do editor,,https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/carta-do-editor/carta-do-editor-n-48
Anistia ainda que tardia,48,,Em dia,"No Ceará, movimento político de 1979 é lembrado com palestras, exposições, sessões solenes e julgamentos de processos de perseguidos pela ditadura",https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/em-dia/anistia-ainda-que-tardia
Alternativos para todos os gostos,48,,Em dia,Inventário realizado na Biblioteca Nacional resgata jornais e revistas “nanicos” publicados durante a ditadura militar,https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/em-dia/alternativos-para-todos-os-gostos
De volta ao Rancho Alegre,48,,Em dia,"Em Minas Gerais, o velho estúdio do cineasta Humberto Mauro pode virar um centro cultural",https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/em-dia/de-volta-ao-rancho-alegre
Uma vida para Anita,48,,Em dia,Preciosidades sobre Anita Garibaldi reunidas por pesquisador de origem suíça serão doadas para a cidade de Laguna,https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/em-dia/uma-vida-para-anita
Nem as margens ouviram,48,Independência,Dossiê,O Grito do Ipiranga não teve qualquer repercussão na época.,https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/capa/nem-as-margens-ouviram
Sudeste leal,48,Independência,Dossiê,"Fazendeiros do Rio, de São Paulo e de Minas reuniram milhares de milicianos para abafar revoltas contra D. Pedro e garantir sua permanência no Brasil",https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/capa/sudeste-leal
Livres como o país,48,Independência,Dossiê,"Na Bahia, escravos se juntaram às tropas com a esperança de ganhar a liberdade",https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/capa/livres-como-o-pais
Dias trágicos,48,Independência,Dossiê,Massacre no Grão-Pará fez mais de 250 mortos entre os defensores da Independência,https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/capa/dias-tragicos
Mais perto do Tejo,48,Independência,Dossiê,Piauienses relutaram em aderir ao país proclamado independente no distante Rio de Janeiro,https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/capa/mais-perto-do-tejo
Bênção da metrópole,48,Independência,Dossiê,"Para popularizar a Independência, Pernambuco decidiu comemorá-la no dia da padroeira de Portugal",https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/capa/bencao-da-metropole
A mágoa em chuteiras,48,,Artigos,Gaúchos declaram guerra à seleção brasileira por não convocar os craques locais,https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/artigos-revista/a-magoa-em-chuteiras
Especial Baleias - Gigantes à proa,48,,Artigos,"A arriscada atividade de caçar baleias valia à pena: tudo se aproveitava. Em tempos coloniais, esta era uma prática difundida por todo o litoral da América portuguesa, principalmente da Bahia a Santa Catarina.",https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/artigos-revista/especial-baleias-gigantes-a-proa
Especial Baleias - Salvas pelo petróleo,48,,Artigos,"Antes de sumirem sob os arpões, baleias foram trocadas por uma nova fonte de riqueza",https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/artigos-revista/especial-baleias-salvas-pelo-petroleo
Recife brilha à noite,48,,Artigos,"A elite e os populares misturavam-se nos cafés, entre drogas, brigas e prostituição.",https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/artigos-revista/recife-brilha-a-noite
Delícias da oca,48,,Artigos,"Culinária amazônica é coisa de índio, mas também incorporou influências externas.",https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/artigos-revista/delicias-da-oca
Especial Baleias - Tudo pela ciência,48,,Artigos,"Proibida no Brasil desde a década de 1980, a caça às baleias ainda é uma atividade lucrativa em alguns países",https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/artigos-revista/especial-baleias-tudo-pela-ciencia
Simon Schama,48,,Entrevista,“Assumo de forma deliberada e agressiva uma voz de jornalista. É parte da minha dupla personalidade”.,https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/entrevista/simon-schama
O número 1,48,,Leituras,O primeiro livro literário de um brasileiro é mais antigo do que se pensava. Data de 1663,https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/leituras/o-numero-1
Reino da imaginação,48,,Perspectiva,“Proclamação da Independência” idealiza a cena do Ipiranga de modo quase constrangedor,https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/perspectiva/reino-da-imaginacao
Aprendizado em rede,48,,Educação,"Portal da Educação, do MEC, inspira troca de ações inovadoras",https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/educacao/aprendizado-em-rede
A guardiã do acervo,48,,Por dentro - da Biblioteca Nacional,"Bibliotecária ou historiadora? Por quase 50 anos, Lygia da Cunha organizou, enriqueceu e difundiu o acervo da Biblioteca Nacional",https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/por-dentro-da-biblioteca/a-guardia-do-acervo
Cartadas de mestre,48,,Por dentro - do Documento,"Triviais no mundo de hoje, os baralhos já foram alvo de controle e tributação por parte de governos mundo afora",https://web.archive.org/web/20160122122605/http://revistadehistoria.com.br/secao/por-dentro-do-documento/cartadas-de-mestre
Carta do Editor - Nº 47,47,,Carta do editor,,https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/carta-do-editor/carta-do-editor-n-47
Assim na terra como no céu,47,,Em dia,"No Ceará, desaparecem túmulos do “cemitério dos pobres” e, com eles, importante registro do século XIX",https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/em-dia/assim-na-terra-como-no-ceu
Arte de portas fechadas,47,,Em dia,"Sem verbas desde 2007, o Museu de Arte Naïf do Rio de Janeiro pede ajuda",https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/em-dia/arte-de-portas-fechadas
Queima (quase) total,47,,Em dia,"Em Goiás, moradora impede que ex-prefeitos destruam documentos históricos",https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/em-dia/queima-quase-total
Guia para os mestres,47,,Em dia,Suplementos pedagógicos trazem dicas criativas para as aulas de História,https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/em-dia/guia-para-os-mestres
Boa Morte em festa,47,,Em dia,"Associação religiosa formada só por mulheres negras celebra sua padroeira com missas, procissões, samba de roda e muita comida",https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/em-dia/boa-morte-em-festa
Fez-se um mito,47,Euclides da Cunha,Dossiê,"Morto há um século, Euclides da Cunha se eternizou na memória nacional",https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/capa/fez-se-um-mito
Desditosa sina,47,Euclides da Cunha,Dossiê,"A perda da mãe, a infância nômade, o temperamento explosivo, a retidão inegociável... Tudo em Euclides conspirava para uma vida turbulenta. E um fim trágico",https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/capa/desditosa-sina
Fardas e farpas,47,Euclides da Cunha,Dossiê,A relação de Euclides da Cunha com o Exército foi tão estreita quanto conflituosa,https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/capa/fardas-e-farpas
Chá de cadeira,47,Euclides da Cunha,Dossiê,"A caminho das operações de guerra em Canudos, o autor de Os Sertões aproveitou a longa espera em Salvador para escrever e pesquisar",https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/capa/cha-de-cadeira
Em primeira mão,47,Euclides da Cunha,Dossiê,"Garimpados em universidade americana, textos inéditos de Euclides revelam versões preliminares, correções e capítulos inconclusos sobre a Amazônia",https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/capa/em-primeira-mao
Floresta sertaneja,47,Euclides da Cunha,Dossiê,"Em longa viagem à Amazônia, o escritor se depara com os mesmos brasileiros de Os Sertões. Desta vez como migrantes, trabalhando nos seringais",https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/capa/floresta-sertaneja
Voar e correr,47,,Artigos,"Inventor de máquina voadora no século XVIII, o padre Bartolomeu de Gusmão entusiasmou a corte portuguesa. Mas acabou perseguido pela Inquisição",https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/artigos-revista/voar-e-correr
"O ‘New Deal’, by Vargas",47,,Artigos,Roosevelt atribuiu ao presidente brasileiro a coautoria da política econômica que pôs fim à crise americana nos anos 1930,https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/artigos-revista/o-new-deal-by-vargas
Fé inabalável,47,,Artigos,"Salva do terremoto de Lisboa, beata credita milagre a Nossa Senhora da Luz e cruza o oceano com a imagem da santa, erguendo igreja em Minas Gerais",https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/artigos-revista/fe-inabalavel
Caminhando e beijando...,47,,Artigos,Passeata em Sorocaba pelo fim da proibição de beijos em público vira protesto contra a ditadura e acaba em violência,https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/artigos-revista/caminhando-e-beijando
Alberto Venancio Filho,47,,Entrevista,“Euclides tinha um temperamento difícil. Ele era explosivo. Sua sorte era o grupo de amigos que tinha.”,https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/entrevista/alberto-venancio-filho
O profeta pornopolítico,47,,Leituras,"Sertanista e militante anti-Vargas, João de Minas foi elogiado e perseguido antes de dedicar-se a uma série de livros eróticos, virar messias e acabar esquecido",https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/leituras/o-profeta-pornopolitico
Na cadência das sombras,47,,Perspectiva,"Alexandre Berzin, fotógrafo da Letônia, escolheu um ângulo inusitado para registrar os dançarinos do frevo no carnaval de Recife",https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/perspectiva/na-cadencia-das-sombras
Teje livre!,47,,Perspectiva,"Graças a uma vasta rede de colaboradores, os caifazes de Antonio Bento agitaram o interior paulista com espetaculares libertações de escravos",https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/perspectiva/teje-livre
Anarquismo no currículo,47,,Educação,"Espalhado por sindicatos e organizações de trabalhadores, movimento contestador abriu suas próprias escolas no Brasil, com pedagogia inovadora",https://web.archive.org/web/20160122110410/http://revistadehistoria.com.br/secao/educacao/anarquismo-no-curriculo
